ticker,date,time,open,high,low,close,volume,downloaded_at
AHMA,2026-06-09,10:07:00,2.52,2.52,2.52,2.52,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:08:00,2.52,2.52,2.52,2.52,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:09:00,2.52,2.52,2.52,2.52,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:10:00,2.52,2.52,2.52,2.52,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:11:00,2.52,2.52,2.52,2.52,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:12:00,2.45,2.94,2.19,2.8,1201514,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:13:00,2.79,3.17,2.6,3.17,1104064,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:14:00,3.17,3.17,2.8,2.8299,698989,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:15:00,2.81,2.97,2.56,2.645,433410,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:16:00,2.65,2.75,2.5,2.62,343517,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:17:00,2.6299,2.6299,2.25,2.25,259260,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:18:00,2.25,2.25,2.25,2.25,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:19:00,2.25,2.25,2.25,2.25,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:20:00,2.25,2.25,2.25,2.25,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:21:00,2.25,2.25,2.25,2.25,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:22:00,2.18,2.39,2.18,2.2699,154793,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:23:00,2.2699,2.45,2.11,2.4397,325748,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:24:00,2.431,2.69,2.4,2.65,452537,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:25:00,2.64,2.7,2.38,2.39,410912,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:26:00,2.3942,2.4599,2.26,2.34,181711,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:27:00,2.35,2.4,2.24,2.3201,129304,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:28:00,2.32,2.33,2.17,2.23,169938,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:29:00,2.22,2.24,2.04,2.105,177189,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:30:00,2.0859,2.22,2.08,2.1595,104852,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:31:00,2.16,2.28,2.12,2.21,153761,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:32:00,2.2299,2.2456,2.13,2.1606,70891,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:33:00,2.19,2.4,2.1701,2.365,177645,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:34:00,2.3602,2.37,2.21,2.27,107863,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:35:00,2.26,2.26,2.14,2.1799,103486,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:36:00,2.175,2.3,2.16,2.2178,79598,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:37:00,2.2,2.25,2.12,2.1268,82229,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:38:00,2.12,2.15,1.89,2.015,308587,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:39:00,2.0299,2.1,1.97,2.07,132180,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:40:00,2.08,2.18,2.0206,2.0709,101536,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:41:00,2.08,2.09,2.02,2.0465,43697,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:42:00,2.045,2.0499,1.971,2.0,65693,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:43:00,2.0,2.01,1.91,1.94,132057,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:44:00,1.945,1.981,1.94,1.96,51594,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:45:00,1.96,1.99,1.78,1.8,149345,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:46:00,1.79,1.94,1.78,1.9,154468,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:47:00,1.9,1.94,1.84,1.9312,67419,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:48:00,1.9399,1.9499,1.8601,1.91,65711,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:49:00,1.92,1.94,1.8601,1.8603,28484,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:50:00,1.87,2.0,1.83,1.985,66125,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:51:00,1.99,1.99,1.8814,1.9494,51421,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:52:00,1.94,1.94,1.9101,1.9101,23258,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:53:00,1.9101,1.92,1.82,1.85,85629,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:54:00,1.85,1.8894,1.84,1.87,21074,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:55:00,1.865,1.8885,1.84,1.87,30162,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:56:00,1.86,1.94,1.82,1.88,94343,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:57:00,1.88,1.88,1.85,1.875,29374,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:58:00,1.87,1.94,1.8604,1.91,122850,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,10:59:00,1.9099,1.93,1.88,1.9299,55009,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:00:00,1.925,2.05,1.9,2.015,109574,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:01:00,2.0097,2.3,2.0097,2.2904,422276,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:02:00,2.2999,2.3,2.15,2.2001,420794,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:03:00,2.205,2.59,2.2003,2.54,692238,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:04:00,2.5402,2.75,2.5133,2.75,666122,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:05:00,2.75,2.75,2.75,2.75,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:06:00,2.75,2.75,2.75,2.75,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:07:00,2.75,2.75,2.75,2.75,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:08:00,2.75,2.75,2.75,2.75,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:09:00,2.51,2.66,2.51,2.63,146825,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:10:00,2.645,2.66,2.26,2.5,501817,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:11:00,2.51,2.77,2.43,2.5481,496161,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:12:00,2.525,2.8499,2.49,2.58,683774,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:13:00,2.58,2.76,2.56,2.65,320369,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:14:00,2.65,2.75,2.51,2.74,272777,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:15:00,2.73,3.02,2.7101,3.013,898537,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:16:00,3.0073,3.08,2.5,2.6301,1016682,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:17:00,2.6307,2.64,2.46,2.58,352622,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:18:00,2.58,2.61,2.4,2.46,390561,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:19:00,2.4498,2.5,2.37,2.4109,178479,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:20:00,2.44,2.46,2.28,2.3401,210558,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:21:00,2.3408,2.42,2.33,2.36,153701,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:22:00,2.35,2.48,2.35,2.47,122930,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:23:00,2.46,2.51,2.36,2.37,137351,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:24:00,2.37,2.37,2.21,2.221,252580,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:25:00,2.235,2.3,2.22,2.2502,97433,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:26:00,2.255,2.26,2.2,2.2,86424,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:27:00,2.2,2.29,2.17,2.2701,98780,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:28:00,2.28,2.42,2.25,2.39,264707,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:29:00,2.39,2.4,2.34,2.38,101108,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:30:00,2.3702,2.39,2.27,2.3116,47787,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:31:00,2.3101,2.3856,2.3,2.35,46302,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:32:00,2.3589,2.36,2.23,2.2999,135544,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:33:00,2.28,2.29,2.23,2.27,51308,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:34:00,2.27,2.275,2.23,2.23,44785,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:35:00,2.23,2.26,2.23,2.255,89267,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:36:00,2.255,2.3599,2.255,2.32,130595,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:37:00,2.3162,2.63,2.31,2.5702,553757,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:38:00,2.5899,3.01,2.5504,3.0,1050922,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:39:00,2.995,3.42,2.93,3.4004,1265612,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:40:00,3.41,3.52,3.41,3.52,436184,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:41:00,3.52,3.52,3.52,3.52,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:42:00,3.52,3.52,3.52,3.52,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:43:00,3.52,3.52,3.52,3.52,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:44:00,3.52,3.52,3.52,3.52,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:45:00,3.49,4.19,3.15,4.19,1390128,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:46:00,4.19,4.71,4.01,4.71,1337866,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:47:00,4.71,4.71,4.71,4.71,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:48:00,4.71,4.71,4.71,4.71,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:49:00,4.71,4.71,4.71,4.71,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:50:00,4.71,4.71,4.71,4.71,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:51:00,4.5,5.4,4.27,5.4,560923,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:52:00,5.4,5.4,3.6,3.81,1465321,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:53:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:54:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:55:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:56:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:57:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:58:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,11:59:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:00:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:01:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:02:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:03:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:04:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:05:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:06:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:07:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:08:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:09:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:10:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:11:00,3.81,3.81,3.81,3.81,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:12:00,3.0,3.51,3.0,3.29,276189,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:13:00,3.28,3.46,2.66,2.87,695086,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:14:00,2.8702,3.3439,2.82,3.2801,419805,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:15:00,3.295,3.66,3.22,3.35,512317,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:16:00,3.35,3.89,3.35,3.85,625390,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:17:00,3.8301,3.89,3.8301,3.89,107035,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:18:00,3.89,3.89,3.89,3.89,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:19:00,3.89,3.89,3.89,3.89,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:20:00,3.89,3.89,3.89,3.89,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:21:00,3.89,3.89,3.89,3.89,0,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:22:00,3.3,3.82,2.85,3.5991,639664,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:23:00,3.55,3.6799,3.13,3.19,289516,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:24:00,3.23,3.29,3.03,3.16,181722,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:25:00,3.2,3.2,2.9,3.005,183461,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:26:00,2.98,3.09,2.9,3.04,96982,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:27:00,3.0597,3.15,2.92,2.95,111448,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:28:00,2.96,2.97,2.72,2.7598,216938,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:29:00,2.76,2.88,2.61,2.8,166743,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:30:00,2.83,3.53,2.68,3.53,385306,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:31:00,3.53,3.6,3.2401,3.295,369378,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:32:00,3.27,3.76,3.25,3.67,626186,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:33:00,3.6401,3.7182,3.3201,3.535,435522,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:34:00,3.58,3.74,3.4701,3.545,292481,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:35:00,3.54,3.6599,2.85,3.25,393430,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:36:00,3.24,3.2599,3.02,3.0216,139429,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:37:00,3.02,3.15,2.9001,3.12,116346,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:38:00,3.12,3.51,3.111,3.49,159752,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:39:00,3.48,3.56,3.24,3.33,239045,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:40:00,3.31,3.55,3.28,3.33,206868,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:41:00,3.4,3.64,3.3313,3.5999,235482,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:42:00,3.57,3.6082,3.15,3.23,275907,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:43:00,3.24,3.35,3.16,3.275,134566,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:44:00,3.3,3.3,3.04,3.13,166171,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:45:00,3.12,3.18,2.9501,3.0999,121464,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:46:00,3.0601,3.17,3.0601,3.1,62437,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:47:00,3.12,3.249,3.1,3.16,78689,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:48:00,3.1699,3.23,3.0,3.065,106269,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:49:00,3.0,3.1231,3.0,3.04,68730,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:50:00,3.0591,3.08,2.8,2.89,189901,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:51:00,2.8603,2.89,2.6,2.715,148781,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:52:00,2.729,2.86,2.6,2.82,157779,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:53:00,2.82,2.82,2.56,2.6581,110296,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:54:00,2.665,2.69,2.53,2.57,87423,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:55:00,2.575,2.8,2.55,2.78,132070,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:56:00,2.765,2.7999,2.64,2.71,54095,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:57:00,2.6901,2.75,2.6,2.69,69671,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:58:00,2.66,2.68,2.62,2.6681,18228,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,12:59:00,2.66,2.75,2.3813,2.41,144946,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:00:00,2.401,2.57,2.37,2.49,115445,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:01:00,2.505,2.6,2.5001,2.53,100825,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:02:00,2.53,2.6,2.45,2.59,82708,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:03:00,2.5501,2.68,2.54,2.65,70738,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:04:00,2.65,2.94,2.5901,2.9,278109,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:05:00,2.8822,2.94,2.5,2.5406,259399,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:06:00,2.56,2.75,2.54,2.58,102600,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:07:00,2.5702,2.6,2.45,2.57,80266,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:08:00,2.55,2.57,2.5001,2.54,25296,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:09:00,2.5101,2.6499,2.4833,2.5668,66477,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:10:00,2.5831,2.6,2.5,2.565,24859,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:11:00,2.5001,2.6,2.5001,2.56,23176,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:12:00,2.56,2.56,2.52,2.5201,14437,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:13:00,2.52,2.53,2.36,2.44,49752,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:14:00,2.4484,2.4921,2.27,2.325,83175,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:15:00,2.31,2.36,2.1,2.1604,146901,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:16:00,2.1897,2.23,2.12,2.16,75818,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:17:00,2.16,2.185,1.85,1.9932,191233,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:18:00,1.99,2.15,1.98,2.04,111855,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:19:00,2.04,2.04,1.95,2.0208,45311,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:20:00,2.03,2.09,2.0001,2.05,91186,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:21:00,2.0412,2.1999,2.04,2.13,122982,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:22:00,2.15,2.3,2.13,2.2754,100595,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:23:00,2.28,2.3,2.17,2.2401,115993,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:24:00,2.25,2.45,2.2401,2.3082,104894,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:25:00,2.295,2.36,2.1993,2.21,61926,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:26:00,2.205,2.24,2.15,2.1509,52716,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:27:00,2.16,2.25,2.16,2.2,26332,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:28:00,2.2,2.23,2.15,2.1956,16691,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:29:00,2.19,2.25,2.19,2.23,19959,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:30:00,2.24,2.3,2.11,2.22,58066,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:31:00,2.225,2.3,2.2,2.23,64019,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:32:00,2.23,2.25,2.205,2.2307,8369,2026-07-08T04:58:53.884310+00:00
